City,Pending,Rejected,Verified,address,admissions_email,admissions_page,business_name,category,city,completeness_score,confidence_score,contact_page,country,coverImage,coverimage,createdAt,created_at,created_by_agent,data_last_verified_date,data_quality,dedupe_key,description,descriptionAr,descriptionKu,descriptionar,descriptionku,distance,email,external_id,external_source_id,facebook,fsq_id,governorate,governorate_seed,id,imageUrl,imageurl,instagram,institution_id,institution_name,institution_type,isFeatured,isPremium,isVerified,is_active,is_suspicious,last_seen_at,lat,latitude,linkedin,lng,longitude,main_email,main_phone,maps_url,name,nameAr,nameKu,name_en,namear,nameku,needs_review,normalized_address,normalized_facebook,normalized_instagram,normalized_name,normalized_phone,normalized_website,notes,official_source_1,official_source_2,official_source_3,official_website,openHours,openhours,original_phone,phone,phone_status,priceRange,pricerange,public_private,rating,raw_data,registrar_email,registrar_page,reviewCount,scraped_at,search_tags,source,source_confidence,source_file,source_name,status,subcategory,tags,telegram,type,updated_at,verification_status,verified,website,whatsapp,whatsapp_public_link,x_twitter,youtube,﻿name
,,,,,,,,Cafe,Basra,,,,Iraq,,,,2026-04-02 14:58:44.408976+00,,,partial,,,,,,,,,osm_node_8296958720,,,osm_node_8296958720,Basra,,405fcc8d-48f2-4ae2-94d6-c25266cc5ee7,,,,,,,,,,,True,,,30.55903420,,,47.78362230,,,,كوفي الروشه بلس,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""كوفي الروشه بلس"", ""_extra"": {""all_phones"": [], ""opening_hours"": ""Mo-Su 14:00-13:00""}, ""amenity"": ""cafe"", ""opening_hours"": ""Mo-Su 14:00-13:00""}",,,,2026-04-02 14:58:44.408976+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 14:58:44.408976+00,,false,,,,,,
,,,,السيدية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:29:58.472804+00,,,real,,,,,,,,,,,,,Baghdad,,4079a0b9-1c32-4d28-94a9-c67c18d38e2e,,,,,,,,,,,True,,,33.25129130,,,44.35668290,,,,مطعم دجاج دالى,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم دجاج دالى"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""السيدية"", ""addr:neighbourhood:en"": ""Saydia""}",,,,2026-04-02 19:29:58.472804+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:29:58.472804+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_way_1457724664,,,osm_way_1457724664,Erbil,,409a45c9-5fb6-440e-bb55-a849581a34ca,,,,,,,,,,,True,,,36.19027730,,,44.01673770,,,,Ahmad Khoshnaw,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""Ahmad Khoshnaw"", ""shop"": ""electronics"", ""_extra"": {""all_phones"": []}, ""building"": ""yes""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Restaurant,Baghdad,,,,Iraq,,,,2026-04-02 19:30:13.788806+00,,,partial,,,,,,,,,,,,,Baghdad,,409c0c80-0f15-4544-b6a0-af1892b1e5a2,,,,,,,,,,,True,,,33.37486760,,,44.36603930,,,,مطعم الحدباء,,,Alhadbaa,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم الحدباء"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""name:en"": ""Alhadbaa""}",,,,2026-04-02 19:30:13.788806+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:13.788806+00,,false,,,,,,
,,,,"5Hasarak, Lass school",,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_11657146844,,,osm_node_11657146844,Erbil,,40a3d3a4-58d5-4201-8f58-f7d0a4ecba77,,,,,,,,,,,True,,,36.17955900,,,44.08494400,,,,market Makok,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""market Makok"", ""shop"": ""convenience"", ""_extra"": {""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:full"": ""5Hasarak, Lass school"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,108 hankawa jaday mashashl,,,,Shop/Retail,عنكاوا,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_11657147004,,,osm_node_11657147004,Erbil,,40e7ef83-4b6d-48d6-8172-5a2adb6e0ca2,,,,,,,,,,,True,,,36.24522000,,,43.99120000,,,,market barakat Erbil,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""market barakat Erbil"", ""shop"": ""convenience"", ""_extra"": {""all_phones"": []}, ""addr:city"": ""عنكاوا"", ""addr:full"": ""108 hankawa jaday mashashl"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Restaurant,Sulaymaniyah,,,,Iraq,,,,2026-04-02 16:34:53.314024+00,,,partial,,,,,,,,,osm_node_5038181324,,,osm_node_5038181324,Sulaymaniyah,,40f6e52b-5e9a-422e-8d65-fdd4f84c49b9,,,,,,,,,,,True,,,35.56738670,,,45.44080170,,,,چێشتخانەی دیار بەکر,,,Dyar Bakr Restaurant,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""چێشتخانەی دیار بەکر"", ""_extra"": {""name_ku"": ""چێشتخانەی دیار بەکر"", ""all_phones"": []}, ""amenity"": ""restaurant"", ""name:en"": ""Dyar Bakr Restaurant"", ""name:ku"": ""چێشتخانەی دیار بەکر""}",,,,2026-04-02 16:34:53.314024+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 16:34:53.314024+00,,false,,,,,,
,,,,الكرادة,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:08.257472+00,,,real,,,,,,,,,,,,,Baghdad,,413d427e-9837-4187-9ece-485d58671701,,,,,,,,,,,True,,,33.29792270,,,44.42340730,,,,ميدو ابو المحشي,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""ميدو ابو المحشي"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الكرادة"", ""addr:neighbourhood:en"": ""Karrada""}",,,,2026-04-02 19:30:08.257472+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:08.257472+00,,false,,,,,,
,,,,شارع الساعه,,,,Cafe,Basra,,,,Iraq,,,,2026-04-02 14:58:44.408976+00,,,partial,,,,,,,,,osm_node_5539184121,,,osm_node_5539184121,Basra,,4145865c-e936-4b06-8944-f7383ad58f74,,,,,,,,,,,True,,,30.55607150,,,47.78516540,,,,طلبية المعقل 1و2,,,Coffee Corner,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""طلبية المعقل 1و2"", ""_extra"": {""cuisine"": ""arab"", ""operator"": ""Ali & Faisal"", ""all_phones"": [], ""opening_hours"": ""Mo-Su 10:00-24:00""}, ""amenity"": ""cafe"", ""cuisine"": ""arab"", ""name:en"": ""Coffee Corner"", ""natural"": ""hot_spring"", ""operator"": ""Ali & Faisal"", ""addr:street"": ""شارع الساعه"", ""opening_hours"": ""Mo-Su 10:00-24:00"", ""internet_access"": ""wlan""}",,,,2026-04-02 14:58:44.408976+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 14:58:44.408976+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_6570958376,,,osm_node_6570958376,Erbil,,415ea429-f63d-46db-a07e-94be644f5edd,,,,,,,,,,,True,,,36.19900220,,,44.04373190,,,,دەرگای کارەبایی ONEON,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""دەرگای کارەبایی ONEON"", ""shop"": ""electronics"", ""_extra"": {""all_phones"": []}}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,الأعظمية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:14.705328+00,,,real,,,,,,,,,,,,,Baghdad,,416271d4-10df-4c81-a0e2-ecabcb81fbac,,,,,,,,,,,True,,,33.37429490,,,44.39065990,,,,نكهة حلب,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""نكهة حلب"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الأعظمية"", ""addr:neighbourhood:en"": ""Adhamiya""}",,,,2026-04-02 19:30:14.705328+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:14.705328+00,,false,,,,,,
,,,,الأعظمية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:13.788806+00,,,real,,,,,,,,,,,,,Baghdad,,41accb7a-4168-4d0e-9455-92cacdb42d81,,,,,,,,,,,True,,,33.37147400,,,44.36840350,,,,don't open it,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""don't open it"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الأعظمية"", ""addr:neighbourhood:en"": ""Adhamiya""}",,,,2026-04-02 19:30:13.788806+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:13.788806+00,,false,,,,,,
,,,,الأعظمية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:14.705328+00,,,real,,,,,,,,,,,,,Baghdad,,41b1afa1-3b4c-421e-b8c5-5f5c949ef035,,,,,,,,,,,True,,,33.37470120,,,44.39719490,,,,West Burger - ويست بركر القاهرة,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""West Burger - ويست بركر القاهرة"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الأعظمية"", ""addr:neighbourhood:en"": ""Adhamiya""}",,,,2026-04-02 19:30:14.705328+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:14.705328+00,,false,,,,,,
,,,,الكرادة,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:08.257472+00,,,real,,,,,,,,,,,,,Baghdad,,41defd40-d4dd-47ae-8856-c882c6be8465,,,,,,,,,,,True,,,33.29920620,,,44.42051900,,,,الصبايا للأكلات البغدادية,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""الصبايا للأكلات البغدادية"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الكرادة"", ""addr:neighbourhood:en"": ""Karrada""}",,,,2026-04-02 19:30:08.257472+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:08.257472+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_6659230787,,,osm_node_6659230787,Erbil,,41f50be4-7819-400b-b454-ae9bb146308c,,,,,,,,,,,True,,,36.20630340,,,44.02482260,,,,نوتلا كريب,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""نوتلا كريب"", ""shop"": ""convenience"", ""_extra"": {""all_phones"": []}, ""check_date"": ""2024-03-23""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Cafe,Basra,,,,Iraq,,,,2026-04-02 14:58:44.408976+00,,,partial,,,,,,,,,osm_node_11768633192,,,osm_node_11768633192,Basra,,4239374b-ada4-416f-9fc1-1fd45e60e5ee,,,,,,,,,,,True,,,30.50098090,,,47.83388620,,,,Espresso Lab,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""Espresso Lab"", ""_extra"": {""all_phones"": []}, ""amenity"": ""cafe""}",,,,2026-04-02 14:58:44.408976+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 14:58:44.408976+00,,false,,,,,,
,,,,39 Muestafa Khoshnaw,,,,Restaurant,Sulaymaniyah,,,,Iraq,,,,2026-04-02 16:34:53.314024+00,,,partial,,,,,,,,,osm_node_5607397323,,,osm_node_5607397323,Sulaymaniyah,,424f2006-0257-43a8-a4f2-56ca3138d268,,,,,,,,,,,True,,,35.56729830,,,45.44586810,,,,خواردە‌مە‌نی ھۆزان,,,Hozan FastFood,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""خواردە‌مە‌نی ھۆزان"", ""_extra"": {""cuisine"": ""tea;sandwich;grill"", ""postcode"": ""46001"", ""all_phones"": [], ""opening_hours"": ""Sa-Th 08:00-16:00""}, ""amenity"": ""fast_food"", ""cuisine"": ""tea;sandwich;grill"", ""name:en"": ""Hozan FastFood"", ""addr:street"": ""39 Muestafa Khoshnaw"", ""addr:postcode"": ""46001"", ""opening_hours"": ""Sa-Th 08:00-16:00""}",,,,2026-04-02 16:34:53.314024+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 16:34:53.314024+00,,false,,,,,,
,,,,الكرادة,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:08.257472+00,,,real,,,,,,,,,,,,,Baghdad,,4256ceb7-8eef-4a08-a8ed-092b7409d5dd,,,,,,,,,,,True,,,33.30729920,,,44.42395160,,,,نونايتي دايت,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""نونايتي دايت"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الكرادة"", ""addr:neighbourhood:en"": ""Karrada""}",,,,2026-04-02 19:30:08.257472+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:08.257472+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_way_1179701250,,,osm_way_1179701250,Erbil,,42602fd1-be33-4724-addf-6402a33248e7,,,,,,,,,,,True,,,36.14599020,,,44.01913150,,,,Salman Market,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""Salman Market"", ""shop"": ""convenience"", ""_extra"": {""all_phones"": []}, ""building"": ""yes"", ""name:ckb"": ""مارکێتی سەلمان"", ""payment:cash"": ""yes"", ""air_conditioning"": ""yes""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,شارع احمد عرابي,,,,Restaurant,Baghdad,,,,Iraq,,,,2026-04-02 19:30:04.728449+00,,,real,,,,,,,,,,,,,Baghdad,,4271d2e2-1caf-445c-adde-6ed209194a52,,,,,,,,,,,True,,,33.32080330,,,44.35426240,,,,مطعم فلافل العائلة 2,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم فلافل العائلة 2"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""name:ar"": ""مطعم فلافل العائلة 2"", ""addr:street"": ""شارع احمد عرابي""}",,,,2026-04-02 19:30:04.728449+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:04.728449+00,,false,,,,,,
,,,,العامرية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:00.031085+00,,,real,,,,,,,,,,,,,Baghdad,,42987db0-2755-45aa-b2f7-746eb6377a1f,,,,,,,,,,,True,,,33.29933950,,,44.29780840,,,,تجهيزات الطيب,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""تجهيزات الطيب"", ""shop"": ""food"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""العامرية"", ""addr:neighbourhood:en"": ""Al-Ameryia""}",,,,2026-04-02 19:30:00.031085+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:00.031085+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_8319885019,,,osm_node_8319885019,Erbil,,42adf824-e8a6-4e19-a0b4-72a86c982bea,,,,,,,,,,,True,,,36.16119510,,,44.06234360,,,,مۆبایلی 5G,,,5G Mobile,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مۆبایلی 5G"", ""shop"": ""mobile_phone"", ""_extra"": {""all_phones"": []}, ""name:en"": ""5G Mobile"", ""internet_access"": ""wlan""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,شارع المكاتب,,,,Cafe,Basra,,,,Iraq,,,,2026-04-02 14:58:44.408976+00,,,partial,,,,,,,,,osm_node_4908208821,,,osm_node_4908208821,Basra,,42c59bbf-22ed-4c05-af63-55b5db6e2092,,,,,,,,,,,True,,,30.52409170,,,47.79743360,,,,مقهى منگاش,,,مقهى منگاش,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مقهى منگاش"", ""_extra"": {""all_phones"": []}, ""amenity"": ""cafe"", ""name:ar"": ""مقهى منگاش"", ""name:en"": ""مقهى منگاش"", ""addr:street"": ""شارع المكاتب""}",,,,2026-04-02 14:58:44.408976+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 14:58:44.408976+00,,false,,,,,,
,,,,الكرادة,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:09.208426+00,,,real,,,,,,,,,,,,,Baghdad,,42cd6903-8464-45fd-8088-c8dc4cb8b57c,,,,,,,,,,,True,,,33.30503390,,,44.44224100,,,,مطعم صاحب السعاده,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم صاحب السعاده"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الكرادة"", ""addr:neighbourhood:en"": ""Karrada""}",,,,2026-04-02 19:30:09.208426+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:09.208426+00,,false,,,,,,
,,,,,,,,Cafe,Basra,,,,Iraq,,,,2026-04-02 14:58:44.408976+00,,,partial,,,,,,,,,osm_node_11796306626,,,osm_node_11796306626,Basra,,42e87e7c-7f2f-4b6b-a2f6-862c50484706,,,,,,,,,,,True,,,30.49266190,,,47.81691820,,,,أفران العراق 2,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""أفران العراق 2"", ""shop"": ""bakery"", ""_extra"": {""all_phones"": []}}",,,,2026-04-02 14:58:44.408976+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 14:58:44.408976+00,,false,,,,,,
,,,,,,,,Restaurant,Sulaymaniyah,,,,Iraq,,,,2026-04-02 16:34:53.314024+00,,,partial,,,,,,,,,osm_node_4566921689,,,osm_node_4566921689,Sulaymaniyah,,42ebd9bc-bf11-4a62-b065-a886ed9eb5b0,,,,,,,,,,,True,,,35.56003850,,,45.38820070,,,,کەبابخانە وەستا عەتا,,,kabab ata,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""کەبابخانە وەستا عەتا"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""name:ar"": ""مطعم اسطة عطا"", ""name:en"": ""kabab ata"", ""name:ku-Arab"": ""کەبابخانە وەستا عەتا""}",,,,2026-04-02 16:34:53.314024+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 16:34:53.314024+00,,false,,,,,,
,,,,,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:08.257472+00,,,partial,,,,,,,,,,,,,Baghdad,,42ff1c5a-b6bc-444b-843e-f3cb77ff4ed5,,,,,,,,,,,True,,,33.30818480,,,44.42991650,,,,مطعم أرض الأحلام,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم أرض الأحلام"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ""}",,,,2026-04-02 19:30:08.257472+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:08.257472+00,,false,,,,,,
,,,,شارۆچکەی ناوەندیی هەولێر,,,,Shop/Retail,هەولێر,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_10094965317,,,osm_node_10094965317,Erbil,,431102f6-d5ec-4fbc-8ba4-dda7b36073c1,,,,,,,,,,,True,,,36.24837450,,,44.06250760,,,,تی ئێچ بی,,,THB,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""تی ئێچ بی"", ""shop"": ""supermarket"", ""_extra"": {""all_phones"": []}, ""name:en"": ""THB"", ""addr:city"": ""هەولێر"", ""addr:state"": ""کوردستان"", ""addr:country"": ""IQ"", ""addr:district"": ""شارۆچکەی ناوەندیی هەولێر"", ""addr:province"": ""پارێزگای هەولێر""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,قضاء أربيل,,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_8483959918,,,osm_node_8483959918,Erbil,,432b0c84-01aa-460a-93ef-9edf92029868,,,,,,,,,,,True,,,36.20890850,,,44.02003880,,,,teammart,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""teammart"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Cafe,Sulaymaniyah,,,,Iraq,,,,2026-04-02 11:32:20.446875+00,,,partial,,,,,,,,,,,,,Sulaymaniyah,,436cb3ee-39f4-4555-a1f0-3d47f9e15d80,,,,,,,,,,,True,,,35.56092150,,,45.44043960,,,,چایخانە‌ و خواردە‌مە‌نی دبلن,,,Dublin Tea,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""چایخانە‌ و خواردە‌مە‌نی دبلن"", ""_extra"": {""cuisine"": ""tea"", ""postcode"": ""46001"", ""all_phones"": [], ""opening_hours"": ""Sa-Th 07:00-17:00""}, ""amenity"": ""cafe"", ""cuisine"": ""tea"", ""name:en"": ""Dublin Tea"", ""addr:postcode"": ""46001"", ""opening_hours"": ""Sa-Th 07:00-17:00""}",,,,2026-04-02 11:32:20.446875+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 11:32:20.446875+00,,false,,,,,,
,,,,,,,,Cafe,Erbil,,,,Iraq,,,,2026-04-02 12:21:58.015645+00,,,partial,,,,,,,,,,,,,Erbil,,43811bfa-43cf-472e-b7ce-88a716e385e7,,,,,,,,,,,True,,,36.21250860,,,44.03572860,,,,Norjan media center,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""Norjan media center"", ""_extra"": {""all_phones"": []}, ""amenity"": ""cafe""}",,,,2026-04-02 12:21:58.015645+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 12:21:58.015645+00,,false,,,,,,
,,,,قضاء أربيل,,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_4811205144,,,osm_node_4811205144,Erbil,,43925945-5af5-4308-b428-2cca89fdaacd,,,,,,,,,,,True,,,36.23483970,,,43.98648220,,,,نورا,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""نورا"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44003"", ""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:town"": ""عنكاوا"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44003"", ""addr:subdistrict"": ""ناحية عنكاوا""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,الأعظمية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:13.788806+00,,,real,,,,,,,,,,,,,Baghdad,,43afe7c8-199c-4c31-9576-707f682e8c69,,,,,,,,,,,True,,,33.37641770,,,44.37203340,,,,مستر كباب - الاعظمية,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مستر كباب - الاعظمية"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الأعظمية"", ""addr:neighbourhood:en"": ""Adhamiya""}",,,,2026-04-02 19:30:13.788806+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:13.788806+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_6563228352,,,osm_node_6563228352,Erbil,,43ea9353-6940-42b2-802b-ee39cc85a485,,,,,,,,,,,True,,,36.16270360,,,44.03102460,,,,پۆشاکی ميران,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""پۆشاکی ميران"", ""shop"": ""clothes"", ""_extra"": {""all_phones"": []}}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
