name,name_en,phone,website,email,address,city,governorate,category,subcategory,latitude,longitude,facebook,instagram,data_quality,verified,source
"ئیستەمبووڵ مۆدە",Istanbul Moda,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"بوتیکا",Butiqa,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"روما",Roma,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"ولف",Wolf,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"gasi roshna;ھولاند ١",Holand 1,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
marketi aso,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ماركيت",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
barin market,,,,,63 Jawahiri,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"هيڤار",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ايفار",,,,,"الشارع الرئيسي مقابل فلافل بينار(ايفار)","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Nawroz Phone,,,,,"Al-Sulaymaniyah, Baxtyare, nzik mahadaka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی کۆژیار",market kojyar,,,,Sarchenar Road,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکیتی دالیا",Markety dalya,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ماركيت وان",wan market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Arino,,,,,"Al-Sulaymaniyah, Shahidani Sarchnar, nzik maktabi qazy mhamad","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Shamal w Aram,,,,,"Al-Sulaymaniyah, Sarchinar, nzik mzgawti mashxalan","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی سامۆس",,,,,"75 سەگرمە","سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی هەڵۆ",,,,,"75 سەگرمە","سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"نيو تايم",,,,,"سرجنار الشارع العام قريب مسجد سعيد بيران","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"لتين الذهب",,,,,"سرجنار امتداد شارع السوق(لتين الذهب )","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Hallo,,,,,"Al-Sulaymaniyah, Sarchnar, nzik mzgawti shex saeedi piran","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
lolan,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی رازی",razi market,,,,98 Galawezh,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێت رازی","Razi market.مارکێت ڕازی",,,,98 Galawezh,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"شانو",,,,,"كاني كورده مقابل مسجد حوزه بيران","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"نواله",,,,,"سرجنار دوسايد 104","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"ماركيتى باران",Baran market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Hama Market,,,,,"Al-Sulaymaniyah, Kani Kurda, nzik maktab srusht","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Baran,,,,,"Al-Sulaymaniyah, Kani Kurda, Nzik maktabi rafiq hilmi","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"هه وارة زانكو",,,,,"قوله ره يسي وسط سوق هه وارة زانكو","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"سووپەر مارکێتی ئەپڵ",Marwan Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مه روان",,,,,"قوله ره يسي قريب مسجد شهيدان مروان","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێت لایک",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Guli Bahar,,,,,"Al-Sulaymaniyah, Qularaisy, tanisht mzgawti shahid mariwan","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
4U Supermarket,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"بلكيان",,,,,"كاني كورده قريب مسجد مهان","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Milan,,,,,"Al-Sulaymaniyah, Kani Kurda, Barambar mzgawti Rahman","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Bashdar Phone,,,,,"Al-Sulaymaniyah, Tavga, nzik mzgawti haji hamaxan","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"كومبانياي جبال - موبايلي سامسونك",Jibal Co. Samsung Mobile,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"دار التواضع",Dar ala tavazoh,,,,"007, Salim Street",Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
7days market,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
7 Days Market,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
hallo market,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Kaso Mobile,,,,,"Al-Sulaymaniyah, Ri7aya, nzik mzgawti shex farid","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Gazo,,,,,"Al-Sulaymaniyah, Baranan, nzik maktabi nali kuran","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی نەی","مارکێتی نەی",,,,126-3,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مركز هدايا",,,,,"زه ركته قريب مركز عثماني علاف","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Zargata,,,,,"Al-Sulaymaniyah, zargatay taza, barambar mzgawti osmani alaf","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Dida phone,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"میترو",Metro Supermarket,,,,Piramagrun Street,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Rozha Boutique,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,https://www.facebook.com/Rozha-Boutique-310879476087654/,,partial,,
"ڕۆدی مۆڵ 1",Rodi mall 1,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوق ميترو",supermarkety mitro,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سه فرة",,,,,"الشارع الرئيسي رعاية(سه فرة )","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Ashti Market,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"تيك تاك",Tick tack,,,,104-69,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ئیستەمبووڵ مۆدا",Istanbul moda,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
miss bride VIP,,,,,26 Ashti,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ملابس نسائية اسلامية",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"به يام",,,,,"ئاشتي مقابل قوبادي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"دوستي نور",,,,,"ئاشتي الشارع الرئيسي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Mine Marketi Shalaw,,,,,"Al-Sulaymaniyah, tanisht mzgawti Ali Naji","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
UK,,,,,"ئاشتي مقابل جردي كوران","السليمانيه",Sulaymaniyah,shopping,shop,,,,,osm,,
"براندي حسن علاف",brand hasan alaf,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Easy Day Market,,,,,"Al-Sulaymaniyah, Ashti, Barambar Maktabi blnd","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەر مارکێتی ئاڵتون",Altun Supermarket,,,,Malik Mahmud Street,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Dana phone,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"نوا 7",,,,,"سه روري الشارع الرئيسي امتداد نفق زركته(ايفار)","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Hama Latif,,,,,"Al-Sulaymaniyah, Kani Kurda, nzik maktabi srusht","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"اسواق",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"موبيليات.ابواب",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"بي مارت",,,,,"شهيدان زركته على شارع 60(بي مارت)","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Almas Mobile,,,,,"Al-Sulaymaniyah, Kareza wshk, nzik mzgawti shex azizi boskani","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Daban,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"توتوكيدس",Toto Kids,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Sharbazher,,,,,"Al-Sulaymaniyah, nzik qabrsani shex ahmadi hndi","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ئازادی مۆڵ",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
sami,sami,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Lindex.Unique,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
POSHYA FASHION,,,,,20 Saeed Kaban,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
amez,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Chanel,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"مینی ماركێتی چالاك",chalak mini market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ماليك كاريزه وشك",,,,,"كاريزه وشك مقابل مسجد دار السلام","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Hawkary,,,,,"Al-Sulaymaniyah, Hawkary, nzik maktabi piramerd","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Iraq 3,,,,,"Al-Sulaymaniyah, Hawkary, nzik maktabi piramerd","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"فرۆشگای مامۆستایان",Mamostayan Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
MrilynBoutique,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"بۆتیکی مارلین",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
City Market,,,,,112-7,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"جیهان مارکێت",,,,,20 Saeed Kaban,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Mrkety Safin,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Hawkar,,,,,"Al-Sulaymaniyah, Rzgary, psht malbandi yaketi","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مینی ماركێتی لە‌ندە‌ن",London Minimarket,,,,39 Muestafa Khoshnaw,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Dara,,,,,"Al-Sulaymaniyah, Eskan, zher mzgawti omery kuri khatab","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
rebaz store,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ڕێژوان",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Savia Mobile,,,,,Tuy Malik- Opposite to Italya Icecream,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Marva,,,,,"Al-Sulaymaniyah, Majid bag, nzik mzgawti mala abdulla","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ڕۆدی مۆڵ 2",rodi mall 2,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Rodi mall,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Rodi mall,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
HK kids,,,,,30 Meter Road,suleimanyiah,Sulaymaniyah,shopping,shop,,,,,partial,,
ONYX Supermarket,,,,,30 Meter Road,suleimanyiah,Sulaymaniyah,shopping,shop,,,,,partial,,
"اونيكس",,,,,"تقاطع هواري طازة من مدخل شارع توو ماليك(اونيكس)","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Onyx,,,,,"Al-Sulaymaniyah, Hawary Taza, 30 metre street","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ريبانا مول",ribana,,,,30 Meter Road,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی سروشت",Srwsht Supermarket,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"کلاس مۆڵ",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مجمع كاردن ستي",,,,,"شارع 60 متر -قبل فندق تيتانك-(كاردن ستي )","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی توانست",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی ئیدریس",Idris Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی توانست",Twanst Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
malika 3,,,,,,slemani,Sulaymaniyah,shopping,shop,,,,,partial,,
"مۆبایلی ئاگرین وهاوژین",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
T Mobile,,,,,"Al-Sulaymaniyah, Hawary Taza","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتـی نـاوازە",Nawaza Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"شاي شار",,,,,"كاني كورده الدوسايد الرئيسي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
basud mobile,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Zhanyar Mobile,,,,,"Al-Sulaymaniyah, Kani Spika, nzik mzgawti tabayi","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Dlgash,,,,,"Al-Sulaymaniyah, Kani Spika","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"باستان",,,,,30 Daban,slemani,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی ڤینە",Vina Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی ئاراس",Aras market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"دانسقه",,,,,"هواري شار وسط السوق","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"فينا",,,,,"هواري شار وسط السوق","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Taqanay Hawary Shar,,,,,"Al-Sulaymaniyah, Hawary Shar, nzik mzgawti hawary shar","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
mobile basta,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی سایە",Saya supermarket,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ماركێتی مه‌روا",Markety marwe,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Paiz Market,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
sarkawt,,,,,,slemani,Sulaymaniyah,shopping,shop,,,,,partial,,
"ئەندێشە",Andesha,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Andesha,,,,,"Al-Sulaymaniyah, Kalakn, nzik parki hawary shar","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"دەریا",Daria Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"حەموودی",Hamudy,,https://instagram.com/hamudy_shop,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی تاقانە","مارکێتی تاقانە ی (کۆرش) korsh",,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"هيدار",,,,,"ئازادي الدوسايد الرئيسي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Diyare,,,,,"Al-Sulaymaniyah, Azadi, jaday 30 matri","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Chia supermarket,,,,,1,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Anusha Gull,,,,,"Al-Sulaymaniyah, Goizha, nzik mzgawti shex osmani baba shexi sire","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مۆبایلی شنە",,,,,shahidany azady,sulaymanyah,Sulaymaniyah,shopping,shop,,,,,partial,,
fluffy,,,,,222-18,sulaymanyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Ahmed Kaya,,,,,"Al-Sulaymaniyah, Twi Malik, nzik baxi ahmed kaya","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Bay Deniz slemani,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی بەرزاییەکانی سلێمانی",Slemani Heights,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
debar shop,,,,,"شەقامی عەواڵ","سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Ayan Baby Shop,,,,,102-40,"بەکرەجۆ",Sulaymaniyah,shopping,shop,,,,,partial,,
peshawa supermarket,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Harzan Bazary Imprator,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"کۆشکی خانمان",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی کۆشکی سپی",koshki spi market,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"شاتوو",,,,,"چوارچرا","سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"دیە خانم",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
azaban market,,,,,405-62,sulaimanyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Bella Fashion,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Kutal w accessory Nma,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"کوتاڵی VIP 2",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"کوتاڵی VIP 2",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Berlin Dress,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Im Moda & Sport,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
JUNE VINTAGE HOUSE,,,,,"13, 408-2",sulaimani,Sulaymaniyah,shopping,shop,,,,,partial,,
youns,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
oslo,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی حاجی عەلی سور",,,,,308-34,sulaimanyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی نوا 4",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
shad,,,,,33 Shekh Salam,sulamani,Sulaymaniyah,shopping,shop,,,,,partial,,
Niga,,,,,33 Shekh Salam,sulamani,Sulaymaniyah,shopping,shop,,,,,partial,,
"مۆبایلفرۆشی ڕەوەند",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی باخان",,,,,313-94,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی ئۆکەی",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
kutali meran,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
harem shop,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
hunar market,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"بازاڕی ئازادی",Bazary Azadi Milly,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی نازیار",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
A to Z,A to Z,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ماکسی مۆڵ",,,,,Sarchenar Road,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
markety_ mina,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
good baby,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
ahmadany,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Fancy,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مینی مارکێتی فریاد",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
nawar,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
High Mart Market,,,,,152-27,sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
ZAZA,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Life fashion,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Depar mall,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
super markety itally,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Darya market,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"هەرزانبازاڕی نەوا",Nwa Supermarket,,,,120-52,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سووپەرمارکێتی فۆر یوو",4U supermarket,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
shayan market,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ھەرزان بازاڕی کۆژیار",,,,,114-25,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ئەتلەس لایت",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
HK kids,,,,,30 Meter Road,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
zhiwan supermarket,,,,,114-41,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Garden City Supermarket,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
langay swedi,,,,,,slemani,Sulaymaniyah,shopping,shop,,,,,partial,,
itu halmi shar,,,,,,slemani,Sulaymaniyah,shopping,shop,,,,,partial,,
deny,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
sarkawt,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"کەشخە ٢",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"ریبین",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
silver star supermarket,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
maxi moda shop,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
aga mashalla,,,,,"goizha, 30 Meter Road",sulaymanyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"دوکانی شنە بۆ ئەلیکترۆنیات",Shna mobile store,,,,Shahindany Azady,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
D1,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,osm,,
Suli Heights Supermarket,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"ستی ستار",city star,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
